9/9/2008 10:45,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,Column1
11626,Quesa Boots +6,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,89,43135,2,2,0,0,1,1,0,0,15,35,50,3,2,1,486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,6,0,0,0,0,94,94,0,0,0,0,0,0,11625,11627,0,0,1,0,0,
11627,Quesa Boots +7,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,89,43135,2,2,0,0,1,1,0,0,15,35,50,3,2,1,487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,7,0,0,0,0,107,107,0,0,0,0,0,0,11626,11628,0,0,1,0,0,
11628,Quesa Boots +8,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,89,43135,2,2,0,0,1,1,0,0,15,35,50,3,2,1,488,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,8,0,0,0,0,123,123,0,0,0,0,0,0,11627,11629,0,0,1,0,0,
11629,Quesa Boots +9,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,89,43135,2,2,0,0,1,1,0,0,15,35,50,3,2,1,489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,0,0,2012,2013,2013,2013,2015,2015,9,0,0,0,0,148,148,0,0,0,0,0,0,11628,0,0,0,1,0,0,
58,Quesa Glove,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,0,0,0,0,0,64,64,0,0,0,0,0,0,0,10631,0,0,1,0,0,
10631,Quesa Glove +1,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,1,0,0,0,0,66,66,0,0,0,0,0,0,58,10632,0,0,1,0,0,
10632,Quesa Glove +2,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,2,0,0,0,0,69,69,0,0,0,0,0,0,10631,10633,0,0,1,0,0,
10633,Quesa Glove +3,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,3,0,0,0,0,72,72,0,0,0,0,0,0,10632,10634,0,0,1,0,0,
10634,Quesa Glove +4,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,4,0,0,0,0,78,78,0,0,0,0,0,0,10633,10635,0,0,1,0,0,
10635,Quesa Glove +5,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,5,0,0,0,0,84,84,0,0,0,0,0,0,10634,10636,0,0,1,0,0,
10636,Quesa Glove +6,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,6,0,0,0,0,91,91,0,0,0,0,0,0,10635,10637,0,0,1,0,0,
10637,Quesa Glove +7,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,7,0,0,0,0,104,104,0,0,0,0,0,0,10636,10638,0,0,1,0,0,
10638,Quesa Glove +8,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,8,0,0,0,0,120,120,0,0,0,0,0,0,10637,10639,0,0,1,0,0,
10639,Quesa Glove +9,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,90,36054,2,2,0,0,1,1,0,0,15,35,50,3,2,1,189,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,9,0,0,0,0,145,145,0,0,0,0,0,0,10638,0,0,0,1,0,0,
108,Quesa Helmet,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,320,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,0,0,0,0,0,132,132,0,0,0,0,0,0,0,11161,0,0,1,0,0,
11161,Quesa Helmet +1,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,321,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,1,0,0,0,0,134,134,0,0,0,0,0,0,108,11162,0,0,1,0,0,
11162,Quesa Helmet +2,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,322,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,2,0,0,0,0,137,137,0,0,0,0,0,0,11161,11163,0,0,1,0,0,
11163,Quesa Helmet +3,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,323,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,3,0,0,0,0,141,141,0,0,0,0,0,0,11162,11164,0,0,1,0,0,
11164,Quesa Helmet +4,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,324,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,4,0,0,0,0,149,149,0,0,0,0,0,0,11163,11165,0,0,1,0,0,
11165,Quesa Helmet +5,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,325,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,5,0,0,0,0,159,159,0,0,0,0,0,0,11164,11166,0,0,1,0,0,
11166,Quesa Helmet +6,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,326,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,6,0,0,0,0,172,172,0,0,0,0,0,0,11165,11167,0,0,1,0,0,
11167,Quesa Helmet +7,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,327,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,7,0,0,0,0,187,187,0,0,0,0,0,0,11166,11168,0,0,1,0,0,
11168,Quesa Helmet +8,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,328,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,8,0,0,0,0,205,205,0,0,0,0,0,0,11167,11169,0,0,1,0,0,
11169,Quesa Helmet +9,0,5,0,0,1280,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,92,50815,2,2,0,0,1,1,0,0,15,35,50,3,2,1,329,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,2043,2043,2045,2045,9,0,0,0,0,234,234,0,0,0,0,0,0,11168,0,0,0,1,0,0,
8,Quesa Pants,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,109,109,0,0,0,0,0,0,0,10091,0,0,1,0,0,
10091,Quesa Pants +1,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,111,111,0,0,0,0,0,0,8,10092,0,0,1,0,0,
10092,Quesa Pants +2,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,114,114,0,0,0,0,0,0,10091,10093,0,0,1,0,0,
10093,Quesa Pants +3,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,118,118,0,0,0,0,0,0,10092,10094,0,0,1,0,0,
10094,Quesa Pants +4,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,4,0,0,0,0,126,126,0,0,0,0,0,0,10093,10095,0,0,1,0,0,
10095,Quesa Pants +5,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,5,0,0,0,0,136,136,0,0,0,0,0,0,10094,10096,0,0,1,0,0,
10096,Quesa Pants +6,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,6,0,0,0,0,149,149,0,0,0,0,0,0,10095,10097,0,0,1,0,0,
10097,Quesa Pants +7,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,164,164,0,0,0,0,0,0,10096,10098,0,0,1,0,0,
10098,Quesa Pants +8,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,182,182,0,0,0,0,0,0,10097,10099,0,0,1,0,0,
10099,Quesa Pants +9,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,211,211,0,0,0,0,0,0,10098,0,0,0,1,0,0,
205,Radiance Armor,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,580,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,0,0,0,0,0,88,88,0,0,0,0,0,0,0,12041,0,0,1,0,0,
12041,Radiance Armor +1,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,581,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,1,0,0,0,0,90,90,0,0,0,0,0,0,205,12042,0,0,1,0,0,
12042,Radiance Armor +2,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,582,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,2,0,0,0,0,93,93,0,0,0,0,0,0,12041,12043,0,0,1,0,0,
12043,Radiance Armor +3,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,583,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,3,0,0,0,0,97,97,0,0,0,0,0,0,12042,12044,0,0,1,0,0,
12044,Radiance Armor +4,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,584,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,4,0,0,0,0,103,103,0,0,0,0,0,0,12043,12045,0,0,1,0,0,
12045,Radiance Armor +5,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,585,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,5,0,0,0,0,111,111,0,0,0,0,0,0,12044,12046,0,0,1,0,0,
12046,Radiance Armor +6,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,586,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,6,0,0,0,0,123,123,0,0,0,0,0,0,12045,12047,0,0,1,0,0,
12047,Radiance Armor +7,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,587,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,7,0,0,0,0,136,136,0,0,0,0,0,0,12046,12048,0,0,1,0,0,
12048,Radiance Armor +8,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,588,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,8,0,0,0,0,151,151,0,0,0,0,0,0,12047,12049,0,0,1,0,0,
12049,Radiance Armor +9,0,5,1,0,1281,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,55,14021,2,2,0,0,1,1,0,0,15,35,50,3,2,1,589,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,2034,2033,2035,2035,2037,9,0,0,0,0,171,171,0,0,0,0,0,0,12048,0,0,0,1,0,0,
155,Radiance Boots,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,450,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,0,0,0,0,0,35,35,0,0,0,0,0,0,0,11541,0,0,1,0,0,
11541,Radiance Boots +1,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,1,0,0,0,0,37,37,0,0,0,0,0,0,155,11542,0,0,1,0,0,
11542,Radiance Boots +2,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,452,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,2,0,0,0,0,40,40,0,0,0,0,0,0,11541,11543,0,0,1,0,0,
11543,Radiance Boots +3,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,453,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,3,0,0,0,0,43,43,0,0,0,0,0,0,11542,11544,0,0,1,0,0,
11544,Radiance Boots +4,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,4,0,0,0,0,47,47,0,0,0,0,0,0,11543,11545,0,0,1,0,0,
11545,Radiance Boots +5,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,5,0,0,0,0,51,51,0,0,0,0,0,0,11544,11546,0,0,1,0,0,
11546,Radiance Boots +6,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,6,0,0,0,0,56,56,0,0,0,0,0,0,11545,11547,0,0,1,0,0,
11547,Radiance Boots +7,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,457,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,7,0,0,0,0,64,64,0,0,0,0,0,0,11546,11548,0,0,1,0,0,
11548,Radiance Boots +8,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,8,0,0,0,0,73,73,0,0,0,0,0,0,11547,11549,0,0,1,0,0,
11549,Radiance Boots +9,0,5,3,0,1283,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,53,6094,2,2,0,0,1,1,0,0,15,35,50,3,2,1,459,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,0,0,2012,2014,2013,2015,2015,2017,9,0,0,0,0,85,85,0,0,0,0,0,0,11548,0,0,0,1,0,0,
55,Radiance Glove,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,0,0,0,0,0,34,34,0,0,0,0,0,0,0,10541,0,0,1,0,0,
10541,Radiance Glove +1,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,151,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,1,0,0,0,0,36,36,0,0,0,0,0,0,55,10542,0,0,1,0,0,
10542,Radiance Glove +2,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,2,0,0,0,0,39,39,0,0,0,0,0,0,10541,10543,0,0,1,0,0,
10543,Radiance Glove +3,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,3,0,0,0,0,42,42,0,0,0,0,0,0,10542,10544,0,0,1,0,0,
10544,Radiance Glove +4,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,4,0,0,0,0,46,46,0,0,0,0,0,0,10543,10545,0,0,1,0,0,
10545,Radiance Glove +5,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,5,0,0,0,0,50,50,0,0,0,0,0,0,10544,10546,0,0,1,0,0,
10546,Radiance Glove +6,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,6,0,0,0,0,55,55,0,0,0,0,0,0,10545,10547,0,0,1,0,0,
10547,Radiance Glove +7,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,7,0,0,0,0,63,63,0,0,0,0,0,0,10546,10548,0,0,1,0,0,
10548,Radiance Glove +8,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,8,0,0,0,0,72,72,0,0,0,0,0,0,10547,10549,0,0,1,0,0,
10549,Radiance Glove +9,0,5,4,0,1284,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,9,0,0,0,0,84,84,0,0,0,0,0,0,10548,0,0,0,1,0,0,
